Is Captain(1=yes),Is Wktkeeper(1=Yes),Nationality(1=Overseas),Name,Team,IPL 4 Franchise,Player cost USD,matches,innings played,no,runs scored,highest score,Is star batsman,Is batsman,Batting avg,Balls faced,Strike rate,100 runs made,50 runs made,4s,6s,Catches per match,Catches taken,stumping made,Is bowler?,Number of balls bowled,runs given,Is star bowler,wkts taken,Bowling average,Bowling econ,sr,4w,5w,Retained,matches_bat_ipl,total_runs_scored_ipl,balls_faced_ipl,batting_avg_ipl,highest_score_ipl,strike_rate_ipl,centuries_ipl,half_centuries_ipl,fours_ipl,sixes_ipl,matches_bowl_ipl,balls_bowled_ipl,total_runs_given_ipl,wickets_taken_ipl,bowling_avg_ipl,economy_ipl,3wickets_ipl
0.0,0.0,0,Saurabh Tiwary,India,Royal Challengers Bangalore,1600000.0,50.0,44.0,10.0,1017.0,69,0.0,1.0,29.91,808.0,125.86,0.0,5.0,86.0,39.0,0.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,419.0,319.0,27.93333333333333,61.0,114.58402243916079,0.0,3.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0,MS Dhoni (retained),India,Chennai Super Kings,1800000.0,95.0,85.0,28.0,2090.0,73,1.0,1.0,36.66,1568.0,133.29,0.0,9.0,156.0,78.0,0.3894736842105263,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,287.0,215.0,26.09090909090909,66.0,105.441002745078,0.0,2.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0,Sachin Tendulkar (retained),India,Mumbai Indians,1800000.0,60.0,60.0,8.0,2069.0,100,1.0,1.0,39.78,1659.0,124.71,1.0,13.0,268.0,26.0,0.38333333333333336,23.0,0.0,0.0,93.0,123.0,0.0,2.0,61.5,7.93,46.5,0.0,0.0,1,15.0,618.0,489.0,41.2,89.0,120.9575989167984,0.0,5.0,86.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1,Shane Warne (retained),Australia,Rajasthan Royals,1800000.0,58.0,31.0,9.0,210.0,34,0.0,0.0,9.54,228.0,92.1,0.0,0.0,15.0,7.0,0.27586206896551724,16.0,0.0,1.0,1266.0,1522.0,0.0,59.0,25.79,7.21,21.4,1.0,0.0,1,6.0,10.0,21.0,1.6666666666666667,4.0,48.69047619047619,0.0,0.0,0.0,0.0,14.0,305.0,375.0,12.0,26.785714285714285,7.459310776942358,1.0
0.0,0.0,0,Virat Kohli (retained),India,Royal Challengers Bangalore,1800000.0,79.0,70.0,12.0,1714.0,76,0.0,1.0,29.55,1359.0,126.12,0.0,7.0,170.0,48.0,0.4177215189873418,33.0,0.0,0.0,252.0,358.0,0.0,4.0,89.5,8.52,63.0,0.0,0.0,1,13.0,307.0,216.0,23.615384615384613,58.0,126.72797373466268,0.0,1.0,26.0,12.0,4.0,33.0,49.0,0.0,12.25,7.788461538461537,0.0
1.0,0.0,0,Virender Sehwag (retained),India,Delhi Daredevils,1800000.0,77.0,76.0,4.0,2033.0,119,0.0,1.0,28.23,1250.0,162.64,1.0,13.0,247.0,81.0,0.24675324675324675,19.0,0.0,0.0,292.0,393.0,0.0,19.0,20.68,8.07,15.3,0.0,0.0,1,14.0,356.0,227.0,25.42857142857143,75.0,135.8500019204975,0.0,3.0,47.0,14.0,3.0,34.0,23.0,3.0,7.666666666666668,3.5,0.0
1.0,0.0,0,Yuvraj Singh,India,Pune Warriors,1800000.0,93.0,90.0,12.0,2130.0,71,0.0,1.0,27.3,1574.0,135.32,0.0,12.0,171.0,113.0,0.27956989247311825,26.0,0.0,1.0,738.0,892.0,0.0,40.0,22.3,7.25,18.4,1.0,0.0,0,14.0,259.0,206.0,18.5,47.0,113.8939293108548,0.0,0.0,21.0,14.0,10.0,139.0,151.0,6.0,15.1,7.37628205128205,1.0
0.0,0.0,0,Irfan Pathan,India,Delhi Daredevils,1900000.0,83.0,67.0,23.0,968.0,60,0.0,1.0,22.0,757.0,127.87,0.0,1.0,71.0,40.0,0.24096385542168675,20.0,0.0,1.0,1695.0,2162.0,1.0,89.0,24.29,7.65,19.0,1.0,0.0,0,13.0,276.0,188.0,21.23076923076923,60.0,161.03115205576844,0.0,1.0,21.0,10.0,14.0,290.0,414.0,17.0,29.57142857142857,9.026608829766726,2.0
0.0,0.0,0,Rohit Sharma,India,Mumbai Indians,2000000.0,97.0,91.0,18.0,2417.0,101,1.0,1.0,33.1,1843.0,131.14,1.0,15.0,209.0,100.0,0.4020618556701031,39.0,0.0,1.0,528.0,655.0,0.0,26.0,25.19,7.44,20.3,1.0,0.0,0,4.0,29.0,26.0,7.25,14.0,111.60714285714286,0.0,0.0,3.0,1.0,6.0,126.0,165.0,6.0,27.5,7.795039872408293,0.0
0.0,1.0,0,Robin Uthappa,India,Pune Warriors,2100000.0,93.0,87.0,14.0,1816.0,68,0.0,1.0,24.87,1388.0,130.83,0.0,7.0,170.0,72.0,0.5376344086021505,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,374.0,224.0,26.714285714285715,68.0,154.53227293274983,0.0,3.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0,Yusuf Pathan,India,Kolkata Knight Riders,2100000.0,90.0,82.0,10.0,1824.0,100,0.0,1.0,25.33,1142.0,159.71,1.0,9.0,152.0,111.0,0.37777777777777777,34.0,0.0,1.0,1320.0,1642.0,0.0,67.0,24.5,7.46,19.7,2.0,0.0,0,14.0,333.0,210.0,23.785714285714285,100.0,132.24283652855078,1.0,2.0,22.0,24.0,11.0,214.0,236.0,6.0,21.454545454545453,6.4791042291042285,0.0
1.0,0.0,0,Gautam Gambhir,India,Kolkata Knight Riders,2400000.0,87.0,85.0,9.0,2222.0,86,0.0,1.0,29.23,1831.0,121.35,0.0,17.0,266.0,23.0,0.14942528735632185,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,277.0,223.0,27.7,72.0,117.48253757736519,0.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
